epoch,loss,val_loss
0,0.1798139363527298,0.08525268733501434
1,0.06756114959716797,0.047799330204725266
2,0.043582718819379807,0.03624913841485977
3,0.03484916687011719,0.02933659963309765
4,0.029968490824103355,0.025327472016215324
5,0.025328898802399635,0.0226631760597229
6,0.023289911448955536,0.021861590445041656
7,0.02070748805999756,0.02289552241563797
8,0.019563550129532814,0.01756357029080391
9,0.018332142382860184,0.016844995319843292
10,0.016533004119992256,0.015880510210990906
11,0.015802636742591858,0.015069535933434963
12,0.014978262595832348,0.02212735265493393
13,0.014882980845868587,0.014080935157835484
14,0.014408526010811329,0.014053689315915108
15,0.013486613519489765,0.013672567903995514
16,0.013286727480590343,0.013038881123065948
17,0.012820981442928314,0.019846111536026
18,0.013074416667222977,0.012332271784543991
19,0.012701069936156273,0.01239385362714529
20,0.012048396281898022,0.011562725529074669
21,0.011953111737966537,0.011677457951009274
22,0.011609657667577267,0.01541713997721672
23,0.011826044879853725,0.010832257568836212
24,0.011619426310062408,0.010798074305057526
25,0.011098967865109444,0.010863140225410461
26,0.010944466106593609,0.010312112979590893
27,0.01069006510078907,0.01179773360490799
28,0.010984108783304691,0.009918944910168648
29,0.010639726184308529,0.009876564145088196
30,0.010327336378395557,0.011619077995419502
31,0.010209931060671806,0.009653261862695217
32,0.010103598237037659,0.011875891126692295
33,0.010229433886706829,0.009190200828015804
34,0.009964142926037312,0.0094877565279603
35,0.00973229855298996,0.010396412573754787
36,0.009650461375713348,0.009346040897071362
37,0.009594656527042389,0.013144819997251034
38,0.009789763018488884,0.009007756598293781
39,0.00940917618572712,0.009122894145548344
40,0.00917198695242405,0.009951472282409668
41,0.009192216210067272,0.008956805802881718
42,0.009173424914479256,0.011214452795684338
43,0.009219891391694546,0.008690292946994305
44,0.009110002778470516,0.008806380443274975
45,0.008777313865721226,0.00991788413375616
46,0.008862207643687725,0.00868199672549963
47,0.008790994063019753,0.010439569130539894
48,0.008884813636541367,0.008351162075996399
49,0.008808726444840431,0.008378109894692898
50,0.00844842754304409,0.010077855549752712
51,0.008564271032810211,0.008396067656576633
52,0.008436940610408783,0.009475236758589745
53,0.008612947538495064,0.00865316204726696
54,0.008557955734431744,0.008334753103554249
55,0.008195258677005768,0.013307692483067513
56,0.00845956988632679,0.007940281182527542
57,0.00817728042602539,0.008916463702917099
58,0.008343694731593132,0.008969128131866455
59,0.008281792514026165,0.00794614851474762
60,0.007899184711277485,0.012537828646600246
61,0.008212961256504059,0.007844515144824982
62,0.007921194657683372,0.00908228475600481
63,0.008254749700427055,0.008231302723288536
64,0.007991918362677097,0.007812468335032463
65,0.007737637031823397,0.01681104302406311
66,0.00827575009316206,0.007400766480714083
67,0.0076528205536305904,0.007903809659183025
68,0.007823707535862923,0.0074112811125814915
69,0.007715425454080105,0.007877491414546967
70,0.007583919912576675,0.014765366911888123
71,0.008021204732358456,0.007297509349882603
72,0.007466242182999849,0.007467216812074184
73,0.00757669098675251,0.007636026479303837
74,0.007558642886579037,0.0072449552826583385
75,0.0074214753694832325,0.0192712415009737
76,0.008264528587460518,0.007087208796292543
77,0.007300668861716986,0.007050043903291225
78,0.007285649422556162,0.007050704676657915
79,0.007311919704079628,0.007176807150244713
80,0.0071539683267474174,0.01443401351571083
81,0.007690520957112312,0.006930781528353691
82,0.007112212013453245,0.007010309956967831
83,0.0071625905111432076,0.006873969919979572
84,0.007314265239983797,0.007257380522787571
85,0.007046755403280258,0.013895360752940178
86,0.007543093059211969,0.00671458151191473
87,0.006939538288861513,0.006760426331311464
88,0.007051495835185051,0.006858940236270428
89,0.006998470518738031,0.006976064294576645
90,0.006853275466710329,0.0140452915802598
91,0.007768805604428053,0.0065727997571229935
92,0.00676362169906497,0.0065070223063230515
93,0.006766642909497023,0.006636840756982565
94,0.006800588686019182,0.007103599142283201
95,0.006758337840437889,0.016157764941453934
96,0.007778794504702091,0.006406269036233425
97,0.006560175213962793,0.006389393471181393
98,0.006590998265892267,0.006413253024220467
99,0.006585779134184122,0.006627727299928665
100,0.006457341369241476,0.009910494089126587
101,0.007137448526918888,0.006243259180337191
102,0.006439889315515757,0.006315828766673803
103,0.006556149572134018,0.006288473028689623
104,0.006446553859859705,0.00656674662604928
105,0.006325232330709696,0.010773994959890842
106,0.01393700297921896,0.00654464028775692
107,0.006402148865163326,0.006220739334821701
108,0.006270550657063723,0.006055169738829136
109,0.006205102428793907,0.006031375378370285
110,0.006011505611240864,0.005955164320766926
111,0.006101865321397781,0.005994654260575771
112,0.0060944026336073875,0.005924702621996403
113,0.006157847121357918,0.005847356282174587
114,0.006075425539165735,0.00582257192581892
115,0.005941327195614576,0.005941598676145077
116,0.006038141902536154,0.005941488780081272
117,0.0061113266274333,0.006007195916026831
118,0.006130714900791645,0.005838521756231785
119,0.006121804006397724,0.00584329292178154
120,0.005872683133929968,0.0057198829017579556
121,0.006062761880457401,0.0058395592495799065
122,0.0059590828604996204,0.0064875236712396145
123,0.006157163996249437,0.005939784925431013
124,0.005970460828393698,0.0057478658854961395
125,0.005792825948446989,0.005588576663285494
126,0.005922236479818821,0.005786311812698841
127,0.005881902761757374,0.00649765832349658
128,0.006073493976145983,0.005705087445676327
129,0.00585020799189806,0.005775130353868008
130,0.005923392716795206,0.0057096704840660095
131,0.005732488352805376,0.005690697114914656
132,0.005794485565274954,0.005677664186805487
133,0.005921365227550268,0.005541338585317135
134,0.005833404138684273,0.006091471295803785
135,0.0055902027525007725,0.0055977459996938705
136,0.005740548018366098,0.005678055342286825
137,0.005677486769855022,0.005667040590196848
138,0.006223924923688173,0.005542407277971506
139,0.005632952321320772,0.005870984401553869
140,0.005519562866538763,0.005383181851357222
141,0.0056688217446208,0.005590678192675114
